$,administrator,,,,,,,,,
a1,'Amitabh',1,100000000001    ,/static/person.png,/static/aadharimage.jpg,chennai,addr1,amitabh@sun.com,,
a2,'Ayan',2,100000000002    ,/static/person.png,/static/aadharimage.jpg,banglore,addr2,ayan22@gmail.com,,
a3,'Sharif',3,100000000003    ,/static/person.png,/static/aadharimage.jpg,sitra,addr3,sharifgr8@yahoo.com,,
a4,'Sushila',4,100000000004    ,/static/person.png,/static/aadharimage.jpg,coimbatore,addr4,sushila1979@gmail.com,,
a5,'Vasu',5,100000000005    ,/static/person.png,/static/aadharimage.jpg,hyderabad,addr5,vasudevan@sun.com,,
a6,'Anika',6,100000000006    ,/static/person.png,/static/aadharimage.jpg,tirupur,addr6,anikasengotaiyan@gmail.com,,
a7,'Khushi',7,100000000007    ,/static/person.png,/static/aadharimage.jpg,salem,addr7,khushi@sun.com,,
a8,Nihal',8,100000000008    ,/static/person.png,/static/aadharimage.jpg,mumbai,addr8,nihalvarshan@outlook.com,,
a9,Sri',9,100000000009    ,/static/person.png,/static/aadharimage.jpg,pune,addr9,sri1997@gmail.com,,
a10,Aditi',10,100000000010    ,/static/person.png,/static/aadharimage.jpg,manglore,addr10,aditiragavan@yahoo.com,,
a11,Harshada',11,100000000011    ,/static/person.png,/static/aadharimage.jpg,erode,addr11,harshada@sun.com,,
a12,Indu',12,100000000012    ,/static/person.png,/static/aadharimage.jpg,coimbatore,addr4,indumathi@hotmail.com,,
$,phone_number,,,,,,,,,
1,22203263,2224365109,41133683,,,,,,,
2,2228828555,2255929003,NULL,,,,,,,
3,1126915745,2225136071,NULL,,,,,,,
4,4424335812,2228828555,2222055099,,,,,,,
5,22126031,4027116811,NULL,,,,,,,
6,22126031,NULL,NULL,,,,,,,
7,2224352,NULL,NULL,,,,,,,
8,2652411968,2652411968,NULL,,,,,,,
9,22422693,5565307,NULL,,,,,,,
10,2652411968,NULL,NULL,,,,,,,
11,20053736,NULL,NULL,,,,,,,
12,222604172,NULL,NULL,,,,,,,
13,3318798310,NULL,NULL,,,,,,,
14,2176686788,8876866712,NULL,,,,,,,
15,1147577337,7337751174,NULL,,,,,,,
16,5080973826,NULL,NULL,,,,,,,
17,2434241280,8214245555,NULL,,,,,,,
18,6906809137,NULL,NULL,,,,,,,
19,8310033706,NULL,NULL,,,,,,,
20,8335665052,8029562751,7305001272,,,,,,,
21,9942216478,NULL,NULL,,,,,,,
22,3807398793,NULL,NULL,,,,,,,
23,4069345701,NULL,NULL,,,,,,,
24,9231235487,NULL,NULL,,,,,,,
25,7785029815,3788226399,NULL,,,,,,,
26,4318363299,5683186735,NULL,,,,,,,
27,4357642771,NULL,NULL,,,,,,,
28,1487562557,NULL,NULL,,,,,,,
29,1263119605,8094798154,NULL,,,,,,,
30,9183320917,NULL,NULL,,,,,,,
31,6255437881,NULL,NULL,,,,,,,
32,6506777189,NULL,NULL,,,,,,,
33,2228617112,2225342511,9711939368,,,,,,,
34,2226852091,1125722662,NULL,,,,,,,
35,2223688181,NULL,NULL,,,,,,,
36,4066338945,2223443356,NULL,,,,,,,
